approach,model,effort,top_k,avg_meta_total_tokens,avg_cosine,avg_rougeL,avg_bleu,avg_price_usd,avg_latency_sec,true_correctness_count,total_correctness_count,true_helpfulness_count,total_helpfulness_count,pct_correctness_true,pct_helpfulness_true,score_correctness,score_helpfulness,score_price
openai_keyword,gpt-5-mini-2025-08-07,low,3,9154.372549019608,0.377385880891609,0.22735810509747512,0.08597908969801792,0.018308745098039213,7.158235294117647,32,51,39,51,62.745098039215684,76.47058823529412,0.84375,0.9142857142857144,0.9170469228838762
openai_keyword,gpt-5-mini-2025-08-07,low,7,18646.039215686276,0.37887760660352393,0.22057112267547424,0.08381496541335753,0.03729207843137255,9.856274509803923,31,51,38,51,60.78431372549019,74.50980392156863,0.8125,0.8857142857142859,0.8274041215077687
openai_keyword,gpt-5-mini-2025-08-07,minimal,3,9015.921568627451,0.39570342026677296,0.25019062313126494,0.09848753904571457,0.0180318431372549,4.2964705882352945,37,51,37,51,72.54901960784314,72.54901960784314,1.0,0.8571428571428572,0.9183545050158117
openai_keyword,gpt-5-mini-2025-08-07,minimal,7,18480.41176470588,0.38082016042002764,0.2315710108365926,0.09598647802736912,0.03696082352941177,5.370392156862745,30,51,38,51,58.82352941176471,74.50980392156863,0.7812500000000001,0.8857142857142859,0.828968368253054
openai_keyword,gpt-5-nano-2025-08-07,low,3,9242.333333333334,0.34658375897351285,0.23377052061021975,0.09871401346831998,0.0036969333333333335,6.059411764705882,28,51,34,51,54.90196078431373,66.66666666666666,0.7187500000000001,0.7714285714285714,0.9860465931087367
openai_keyword,gpt-5-nano-2025-08-07,low,7,18697.607843137255,0.36317500275556913,0.24425574739914066,0.0965005422848955,0.007479043137254902,6.909411764705882,28,51,34,51,54.90196078431373,66.66666666666666,0.7187500000000001,0.7714285714285714,0.9681867730243343
openai_keyword,gpt-5-nano-2025-08-07,minimal,3,8960.764705882353,0.32065335600435557,0.2120510398028583,0.07149156622785206,0.0035843058823529414,3.106862745098039,20,51,24,51,39.21568627450981,47.05882352941176,0.46875,0.4857142857142857,0.9865784407058077
openai_keyword,gpt-5-nano-2025-08-07,minimal,7,18425.039215686276,0.29910545346786394,0.1901040588704148,0.057320096458083156,0.00737001568627451,3.519607843137255,21,51,21,51,41.17647058823529,41.17647058823529,0.5,0.39999999999999997,0.9687016207574043
openai_semantic,gpt-5-mini-2025-08-07,low,3,9255.960784313726,0.3632987310866584,0.2228576878144369,0.08677778633452472,0.01851192156862745,7.997058823529412,34,51,37,51,66.66666666666666,72.54901960784314,0.9062499999999998,0.8571428571428572,0.9160874861149259
openai_semantic,gpt-5-mini-2025-08-07,low,7,18793.313725490196,0.3859238286669776,0.23159508295519587,0.08753349519005094,0.03758662745098039,8.541960784313725,33,51,33,51,64.70588235294117,64.70588235294117,0.875,0.7428571428571429,0.8260132067091611
openai_semantic,gpt-5-mini-2025-08-07,minimal,3,9198.588235294117,0.3751269108814543,0.24378839793969026,0.106775369430997,0.018397176470588236,5.8319607843137256,30,51,37,51,58.82352941176471,72.54901960784314,0.7812500000000001,0.8571428571428572,0.9166293336319976
openai_semantic,gpt-5-mini-2025-08-07,minimal,7,18293.019607843136,0.3855842291770305,0.2400569264537125,0.09716554154060612,0.036586039215686275,5.635882352941176,33,51,37,51,64.70588235294117,72.54901960784314,0.875,0.8571428571428572,0.8307381689094635
openai_semantic,gpt-5-nano-2025-08-07,low,3,9295.803921568628,0.35030011469953803,0.24150548941926336,0.10076293945971333,0.0037183215686274512,7.348431372549019,26,51,35,51,50.98039215686274,68.62745098039215,0.65625,0.8,0.9859455939167301
openai_semantic,gpt-5-nano-2025-08-07,low,7,18877.78431372549,0.35193258214867496,0.23345204458082197,0.0908068930725064,0.0075511137254901965,6.709607843137255,26,51,34,51,50.98039215686274,66.66666666666666,0.65625,0.7714285714285714,0.9678464424136459
openai_semantic,gpt-5-nano-2025-08-07,minimal,3,8987.372549019608,0.3157055505002496,0.21869358641084619,0.07854778826545321,0.0035949490196078436,3.4758823529411766,20,51,25,51,39.21568627450981,49.01960784313725,0.46875,0.5142857142857142,0.9865281818486192
openai_semantic,gpt-5-nano-2025-08-07,minimal,7,18481.78431372549,0.3177490306438141,0.2052630650911764,0.07101491482157726,0.007392713725490197,3.6399999999999997,19,51,24,51,37.254901960784316,47.05882352941176,0.4375,0.4857142857142857,0.9685944364296938
vanilla,gpt-5-mini-2025-08-07,low,3,5107.490196078431,0.2997992800406394,0.17150588807726838,0.06269114699660548,0.010214980392156863,9.139803921568628,16,51,20,51,31.372549019607842,39.21568627450981,0.34375,0.3714285714285715,0.9552671726774334
vanilla,gpt-5-mini-2025-08-07,low,7,11297.549019607843,0.3461772054135014,0.19858643112861898,0.0720143937464293,0.022595098039215687,9.108823529411765,26,51,33,51,50.98039215686274,64.70588235294117,0.65625,0.7428571428571429,0.8968059737003585
vanilla,gpt-5-mini-2025-08-07,minimal,3,4966.431372549019,0.3094246126188775,0.18710791855535913,0.06664738247368455,0.00993286274509804,6.601960784313725,17,51,20,51,33.33333333333333,39.21568627450981,0.3749999999999999,0.3714285714285715,0.9565993842419631
vanilla,gpt-5-mini-2025-08-07,minimal,7,11118.627450980392,0.34836986404527054,0.2315041879102187,0.08259948262773989,0.022237254901960785,7.3060784313725495,24,51,28,51,47.05882352941176,54.90196078431373,0.59375,0.6000000000000001,0.8984957749967629
vanilla,gpt-5-nano-2025-08-07,low,3,5164.509803921569,0.25758817313739596,0.16635610164911088,0.05369615991072452,0.0020658039215686276,7.809607843137255,15,51,18,51,29.411764705882355,35.294117647058826,0.31250000000000006,0.31428571428571433,0.9937490870443407
vanilla,gpt-5-nano-2025-08-07,low,7,11387.823529411764,0.33409713828336945,0.21108851639192985,0.07491816089724852,0.004555129411764706,8.34529411764706,20,51,27,51,39.21568627450981,52.94117647058824,0.46875,0.5714285714285714,0.9819940329366253
vanilla,gpt-5-nano-2025-08-07,minimal,3,4914.803921568628,0.25266248271640107,0.1654553178304441,0.04891142501937391,0.001965921568627451,4.933137254901961,13,51,13,51,25.49019607843137,25.49019607843137,0.25,0.17142857142857143,0.9942207499377042
vanilla,gpt-5-nano-2025-08-07,minimal,7,11084.56862745098,0.2943547503543994,0.19301347521451523,0.05694430847371788,0.004433827450980392,5.063137254901961,17,51,22,51,33.33333333333333,43.13725490196079,0.3749999999999999,0.42857142857142866,0.9825668431689584
