approach,model,effort,top_k,avg_meta_total_tokens,avg_cosine,avg_rougeL,avg_bleu,avg_price_usd,avg_latency_sec,true_correctness_count,total_correctness_count,true_helpfulness_count,total_helpfulness_count,pct_correctness_true,pct_helpfulness_true,score_correctness,score_helpfulness,score_price
openai_keyword,gpt-5-mini-2025-08-07,minimal,7,18219.235294117647,0.3373620717139236,0.1701803010566095,0.05614393999731576,0.036438470588235294,5.462156862745098,35,51,41,51,68.62745098039215,80.3921568627451,0.8333333333333334,0.8846153846153846,0.30091214754970474
openai_keyword,gpt-5-nano-2025-08-07,low,3,8582.078431372549,0.30243633401255804,0.17081644266422327,0.050773957517570564,0.00343283137254902,6.552156862745099,31,51,34,51,60.78431372549019,66.66666666666666,0.6666666666666666,0.6153846153846152,0.946822602128508
openai_keyword,gpt-5-nano-2025-08-07,low,7,18470.176470588234,0.32098936429693253,0.18320968868775964,0.05376662836993166,0.007388070588235294,6.973725490196079,32,51,34,51,62.745098039215684,66.66666666666666,0.7083333333333334,0.6153846153846152,0.8694197576304179
openai_keyword,gpt-5-nano-2025-08-07,minimal,3,8315.039215686274,0.2650538351575555,0.15508992183955508,0.043421872414276794,0.0033260156862745098,3.8635294117647057,25,51,29,51,49.01960784313725,56.86274509803921,0.41666666666666663,0.4230769230769229,0.9489129530539016
openai_keyword,gpt-5-nano-2025-08-07,minimal,7,18177.843137254902,0.3036676381613559,0.17939904819421015,0.042549979658976535,0.00727113725490196,3.918627450980392,24,51,31,51,47.05882352941176,60.78431372549019,0.3749999999999999,0.5,0.8717081078724835
openai_semantic,gpt-5-mini-2025-08-07,low,3,8319.509803921568,0.32458513698058217,0.17811087409386864,0.0583783178837713,0.016639019607843135,7.307254901960785,35,51,38,51,68.62745098039215,74.50980392156863,0.8333333333333334,0.7692307692307694,0.6883814614928168
openai_semantic,gpt-5-mini-2025-08-07,low,7,17865.13725490196,0.3452153594692469,0.1624903489446841,0.047786996310021236,0.03573027450980392,11.845882352941176,35,51,39,51,68.62745098039215,76.47058823529412,0.8333333333333334,0.8076923076923077,0.3147713322775417
openai_semantic,gpt-5-mini-2025-08-07,minimal,3,8128.843137254902,0.3305216171158596,0.18529513777556997,0.05596427291250696,0.016257686274509804,7.278039215686275,35,51,40,51,68.62745098039215,78.43137254901961,0.8333333333333334,0.8461538461538463,0.6958440403894048
openai_semantic,gpt-5-mini-2025-08-07,minimal,7,18067.49019607843,0.3290760696268189,0.17182735447258463,0.049388922490290366,0.03613498039215686,6.47313725490196,35,51,38,51,68.62745098039215,74.50980392156863,0.8333333333333334,0.7692307692307694,0.3068513596106567
openai_semantic,gpt-5-nano-2025-08-07,low,3,8407.039215686274,0.31246286045093713,0.1764034540921344,0.057503262398759185,0.0033628156862745098,8.662156862745098,29,51,33,51,56.86274509803921,64.70588235294117,0.5833333333333331,0.5769230769230769,0.9481927880974476
openai_semantic,gpt-5-nano-2025-08-07,low,7,18112.607843137255,0.3048783127568577,0.17821111334269119,0.04302419720806478,0.007245043137254902,9.60764705882353,31,51,38,51,60.78431372549019,74.50980392156863,0.6666666666666666,0.7692307692307694,0.8722187619240868
openai_semantic,gpt-5-nano-2025-08-07,minimal,3,8219.43137254902,0.2991502862809216,0.16696466784745528,0.04498669319336138,0.003287772549019608,5.372745098039215,24,51,27,51,47.05882352941176,52.94117647058824,0.3749999999999999,0.34615384615384626,0.9496613597733538
openai_semantic,gpt-5-nano-2025-08-07,minimal,7,17923.450980392157,0.2903380027702348,0.16938612967704061,0.04488861980809071,0.007169380392156863,5.115490196078431,23,51,29,51,45.09803921568628,56.86274509803921,0.33333333333333337,0.4230769230769229,0.8736994591395411
vanilla,gpt-5-mini-2025-08-07,low,3,4464.274509803921,0.3377414778668702,0.18648257739130172,0.05496825691518966,0.008928549019607842,8.916274509803921,31,51,35,51,60.78431372549019,68.62745098039215,0.6666666666666666,0.6538461538461537,0.8392730570204265
vanilla,gpt-5-mini-2025-08-07,low,7,8941.450980392157,0.36879327748055907,0.19270641046763196,0.06194661012218301,0.017882901960784313,9.715882352941176,38,51,42,51,74.50980392156863,82.35294117647058,0.9583333333333334,0.9230769230769229,0.6640390571303239
vanilla,gpt-5-mini-2025-08-07,minimal,3,4319.0392156862745,0.34231566861983626,0.18675209097749762,0.05374416522692849,0.00863807843137255,6.70392156862745,32,51,35,51,62.745098039215684,68.62745098039215,0.7083333333333334,0.6538461538461537,0.844957479263025
vanilla,gpt-5-mini-2025-08-07,minimal,7,8772.803921568628,0.36964486690933224,0.19841010585715443,0.06468501024524459,0.017545607843137256,6.797254901960785,37,51,41,51,72.54901960784314,80.3921568627451,0.9166666666666666,0.8846153846153846,0.6706398017919399
vanilla,gpt-5-nano-2025-08-07,low,3,4540.450980392156,0.2904301863106956,0.17458164992247358,0.05143714974061675,0.001816180392156863,7.697450980392157,25,51,29,51,49.01960784313725,56.86274509803921,0.41666666666666663,0.4230769230769229,0.9784599766637084
vanilla,gpt-5-nano-2025-08-07,low,7,9108.901960784313,0.33533100851937087,0.19933384325142436,0.0647607619487685,0.0036435607843137256,9.888823529411765,35,51,36,51,68.62745098039215,70.58823529411765,0.8333333333333334,0.6923076923076923,0.942698690779402
vanilla,gpt-5-nano-2025-08-07,minimal,3,4307.764705882353,0.2638533009561617,0.15086271947502708,0.0353148862163857,0.0017231058823529413,5.068627450980392,20,51,23,51,39.21568627450981,45.09803921568628,0.20833333333333337,0.1923076923076923,0.9802814168892496
vanilla,gpt-5-nano-2025-08-07,minimal,7,8749.78431372549,0.30952055880062385,0.17340463755818925,0.04930387666933957,0.003499913725490196,5.236666666666666,25,51,31,51,49.01960784313725,60.78431372549019,0.41666666666666663,0.5,0.9455098206126191
